title,company,location,salary,description,requirements,url,date_posted,source
New Accounts Clerk,Vantage Retail,"McLean, VA","55,000-82,000","Vantage Retail is hiring a New Accounts Clerk in McLean, VA. Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.

Responsibilities:
- Perform teller duties as required.
- Compile information about new accounts, enter account information into computers, and file related forms or other documents.
- Collect and record customer deposits and fees and issue receipts, using computers.
- Inform customers of procedures for applying for services, such as ATM cards, direct deposit of checks, and certificates of deposit.
- Answer customers' questions and explain available services, such as deposit accounts, bonds, and securities.
- Interview customers to obtain information needed for opening accounts or renting safe-deposit boxes.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Word
- Working knowledge of Customer and Personal Service
- Working knowledge of Sales and Marketing
- Working knowledge of Administrative

Preferred qualifications:
- Experience with Corporate Information Factory CIF, DCI iCore, Email software, Financial needs analysis software",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Microsoft SharePoint; Microsoft Word; Customer and Personal Service; Sales and Marketing; Administrative,https://example.com/jobs/43-4141.00,2026-06-01,LinkedIn
Sales Manager,Onyx Technologies,"McLean, VA","78,000-118,000","Onyx Technologies is hiring a Sales Manager in McLean, VA. Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.

Responsibilities:
- Oversee regional and local sales managers and their staffs.
- Resolve customer complaints regarding sales and service.
- Monitor customer preferences to determine focus of sales efforts.
- Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.
- Review operational records and reports to project sales and determine profitability.
- Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Salesforce software
- Working knowledge of Sales and Marketing
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Adobe Acrobat, Adobe Creative Cloud software, Bentley MicroStation, Eclipse IDE",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Salesforce software; Sales and Marketing; Customer and Personal Service; English Language,https://example.com/jobs/11-2022.00,2026-06-01,LinkedIn
Sales Manager,Harborview Systems,"Atlanta, GA","78,000-118,000","Harborview Systems is hiring a Sales Manager in Atlanta, GA. Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.

Responsibilities:
- Oversee regional and local sales managers and their staffs.
- Resolve customer complaints regarding sales and service.
- Monitor customer preferences to determine focus of sales efforts.
- Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.
- Review operational records and reports to project sales and determine profitability.
- Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Salesforce software
- Working knowledge of Sales and Marketing
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Adobe Acrobat, Adobe Creative Cloud software, Bentley MicroStation, Eclipse IDE",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Salesforce software; Sales and Marketing; Customer and Personal Service; English Language,https://example.com/jobs/11-2022.00,2026-06-01,LinkedIn
Training and Development Manager,Pinnacle Services,"Atlanta, GA","78,000-118,000","Pinnacle Services is hiring a Training and Development Manager in Atlanta, GA. Plan, direct, or coordinate the training and development activities and staff of an organization.

Responsibilities:
- Analyze training needs to develop new training programs or modify and improve existing programs.
- Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement.
- Plan, develop, and provide training and staff development programs, using knowledge of the effectiveness of methods such as classroom training, demonstrations, on-the-job training, meetings, conferences, and workshops.
- Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors.
- Conduct orientation sessions and arrange on-the-job training for new hires.
- Train instructors and supervisors in techniques and skills for training and dealing with employees.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Learning management system LMS, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Education and Training
- Working knowledge of English Language
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Adobe Acrobat, Adobe Illustrator, Adobe Photoshop, Apache Cassandra",Learning management system LMS; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Education and Training; English Language; Administration and Management,https://example.com/jobs/11-3131.00,2026-06-01,LinkedIn
Training and Development Manager,Greenfield Manufacturing,Remote,"78,000-118,000","Greenfield Manufacturing is hiring a Training and Development Manager in Remote. Plan, direct, or coordinate the training and development activities and staff of an organization.

Responsibilities:
- Analyze training needs to develop new training programs or modify and improve existing programs.
- Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement.
- Plan, develop, and provide training and staff development programs, using knowledge of the effectiveness of methods such as classroom training, demonstrations, on-the-job training, meetings, conferences, and workshops.
- Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors.
- Conduct orientation sessions and arrange on-the-job training for new hires.
- Train instructors and supervisors in techniques and skills for training and dealing with employees.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Learning management system LMS, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Education and Training
- Working knowledge of English Language
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Adobe Acrobat, Adobe Illustrator, Adobe Photoshop, Apache Cassandra",Learning management system LMS; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Education and Training; English Language; Administration and Management,https://example.com/jobs/11-3131.00,2026-06-01,LinkedIn
Executive Secretaries and Executive Administrative Assistant,Northbridge Health,Remote,"55,000-82,000","Northbridge Health is hiring an Executive Secretaries and Executive Administrative Assistant in Remote. Provide high-level administrative support by conducting research, preparing statistical reports, and handling information requests, as well as performing routine administrative functions such as preparing correspondence, receiving visitors, arranging conference calls, and scheduling meetings. May also train and supervise lower-level clerical staff.

Responsibilities:
- Manage and maintain executives' schedules.
- Make travel arrangements for executives.
- Prepare invoices, reports, memos, letters, financial statements, and other documents, using word processing, spreadsheet, database, or presentation software.
- Coordinate and direct office services, such as records, departmental finances, budget preparation, personnel issues, and housekeeping, to aid executives.
- Answer phone calls and direct calls to appropriate parties or take messages.
- Prepare responses to correspondence containing routine inquiries.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Google Workspace software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Administrative
- Working knowledge of English Language
- Working knowledge of Customer and Personal Service

Preferred qualifications:
- Experience with Microsoft SharePoint, Microsoft Word, SAP Concur, Zoom",Google Workspace software; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Administrative; English Language; Customer and Personal Service,https://example.com/jobs/43-6011.00,2026-06-01,LinkedIn
Executive Secretaries and Executive Administrative Assistant,Capital One,"Columbus, OH","55,000-82,000","Capital One is hiring an Executive Secretaries and Executive Administrative Assistant in Columbus, OH. Provide high-level administrative support by conducting research, preparing statistical reports, and handling information requests, as well as performing routine administrative functions such as preparing correspondence, receiving visitors, arranging conference calls, and scheduling meetings. May also train and supervise lower-level clerical staff.

Responsibilities:
- Manage and maintain executives' schedules.
- Make travel arrangements for executives.
- Prepare invoices, reports, memos, letters, financial statements, and other documents, using word processing, spreadsheet, database, or presentation software.
- Coordinate and direct office services, such as records, departmental finances, budget preparation, personnel issues, and housekeeping, to aid executives.
- Answer phone calls and direct calls to appropriate parties or take messages.
- Prepare responses to correspondence containing routine inquiries.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Google Workspace software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Administrative
- Working knowledge of English Language
- Working knowledge of Customer and Personal Service

Preferred qualifications:
- Experience with Microsoft SharePoint, Microsoft Word, SAP Concur, Zoom",Google Workspace software; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Administrative; English Language; Customer and Personal Service,https://example.com/jobs/43-6011.00,2026-06-01,LinkedIn
Electrician,Turner Construction,"Columbus, OH","55,000-82,000","Turner Construction is hiring an Electrician in Columbus, OH. Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.

Responsibilities:
- Prepare sketches or follow blueprints to determine the location of wiring or equipment and to ensure conformance to building and safety codes.
- Place conduit, pipes, or tubing, inside designated partitions, walls, or other concealed areas, and pull insulated wires or cables through the conduit to complete circuits between boxes.
- Work from ladders, scaffolds, or roofs to install, maintain, or repair electrical wiring, equipment, or fixtures.
- Use a variety of tools or equipment, such as power construction equipment, measuring devices, power tools, and testing equipment, such as oscilloscopes, ammeters, or test lamps.
- Assemble, install, test, or maintain electrical or electronic wiring, equipment, appliances, apparatus, or fixtures, using hand tools or power tools.
- Connect wires to circuit breakers, transformers, or other components.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Adobe Acrobat, Autodesk AutoCAD, Microsoft Excel, Microsoft Office software, Microsoft Outlook
- Working knowledge of Building and Construction
- Working knowledge of Administration and Management
- Working knowledge of Mechanical

Preferred qualifications:
- Experience with Microsoft Windows, Microsoft Word, SAP software, AVEVA InTouch HMI",Adobe Acrobat; Autodesk AutoCAD; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Building and Construction; Administration and Management; Mechanical,https://example.com/jobs/47-2111.00,2026-06-01,LinkedIn
Electrician,Meridian Logistics,"Charlotte, NC","55,000-82,000","Meridian Logistics is hiring an Electrician in Charlotte, NC. Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.

Responsibilities:
- Prepare sketches or follow blueprints to determine the location of wiring or equipment and to ensure conformance to building and safety codes.
- Place conduit, pipes, or tubing, inside designated partitions, walls, or other concealed areas, and pull insulated wires or cables through the conduit to complete circuits between boxes.
- Work from ladders, scaffolds, or roofs to install, maintain, or repair electrical wiring, equipment, or fixtures.
- Use a variety of tools or equipment, such as power construction equipment, measuring devices, power tools, and testing equipment, such as oscilloscopes, ammeters, or test lamps.
- Assemble, install, test, or maintain electrical or electronic wiring, equipment, appliances, apparatus, or fixtures, using hand tools or power tools.
- Connect wires to circuit breakers, transformers, or other components.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Adobe Acrobat, Autodesk AutoCAD, Microsoft Excel, Microsoft Office software, Microsoft Outlook
- Working knowledge of Building and Construction
- Working knowledge of Administration and Management
- Working knowledge of Mechanical

Preferred qualifications:
- Experience with Microsoft Windows, Microsoft Word, SAP software, AVEVA InTouch HMI",Adobe Acrobat; Autodesk AutoCAD; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Building and Construction; Administration and Management; Mechanical,https://example.com/jobs/47-2111.00,2026-06-01,LinkedIn
Electrical Power-Line Installers and Repairer,Brightpath Solutions,"Charlotte, NC","40,000-62,000","Brightpath Solutions is hiring an Electrical Power-Line Installers and Repairer in Charlotte, NC. Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.

Responsibilities:
- Adhere to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas.
- Drive vehicles equipped with tools and materials to job sites.
- Open switches or attach grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs.
- Climb poles or use truck-mounted buckets to access equipment.
- Install, maintain, and repair electrical distribution and transmission systems, including conduits, cables, wires, and related equipment, such as transformers, circuit breakers, and switches.
- Inspect and test power lines and auxiliary equipment to locate and identify problems, using reading and testing instruments.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Bentley MicroStation, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Word
- Working knowledge of Building and Construction
- Working knowledge of English Language
- Working knowledge of Education and Training

Preferred qualifications:
- Experience with Zoom, Computer aided design and drafting CADD software, Email software, Geographic information system GIS systems",Bentley MicroStation; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Word; Building and Construction; English Language; Education and Training,https://example.com/jobs/49-9051.00,2026-06-01,LinkedIn
Electrical Power-Line Installers and Repairer,Summit Financial,"McLean, VA","40,000-62,000","Summit Financial is hiring an Electrical Power-Line Installers and Repairer in McLean, VA. Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.

Responsibilities:
- Adhere to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas.
- Drive vehicles equipped with tools and materials to job sites.
- Open switches or attach grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs.
- Climb poles or use truck-mounted buckets to access equipment.
- Install, maintain, and repair electrical distribution and transmission systems, including conduits, cables, wires, and related equipment, such as transformers, circuit breakers, and switches.
- Inspect and test power lines and auxiliary equipment to locate and identify problems, using reading and testing instruments.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Bentley MicroStation, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Word
- Working knowledge of Building and Construction
- Working knowledge of English Language
- Working knowledge of Education and Training

Preferred qualifications:
- Experience with Zoom, Computer aided design and drafting CADD software, Email software, Geographic information system GIS systems",Bentley MicroStation; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Word; Building and Construction; English Language; Education and Training,https://example.com/jobs/49-9051.00,2026-06-01,LinkedIn
Human Resources Specialist,Cedar Ridge Care,"McLean, VA","78,000-118,000","Cedar Ridge Care is hiring a Human Resources Specialist in McLean, VA. Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.

Responsibilities:
- Interpret and explain human resources policies, procedures, laws, standards, or regulations.
- Hire employees and process hiring-related paperwork.
- Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).
- Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.
- Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.
- Review employment applications and job orders to match applicants with job requirements.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Applicant tracking software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Personnel and Human Resources
- Working knowledge of Administrative
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Oracle HRIS, Workday software, Adobe Acrobat, Adobe Creative Cloud software",Applicant tracking software; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Personnel and Human Resources; Administrative; Administration and Management,https://example.com/jobs/13-1071.00,2026-06-01,LinkedIn
Human Resources Specialist,Vantage Retail,"Atlanta, GA","78,000-118,000","Vantage Retail is hiring a Human Resources Specialist in Atlanta, GA. Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.

Responsibilities:
- Interpret and explain human resources policies, procedures, laws, standards, or regulations.
- Hire employees and process hiring-related paperwork.
- Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).
- Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.
- Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.
- Review employment applications and job orders to match applicants with job requirements.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Applicant tracking software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Personnel and Human Resources
- Working knowledge of Administrative
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Oracle HRIS, Workday software, Adobe Acrobat, Adobe Creative Cloud software",Applicant tracking software; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Personnel and Human Resources; Administrative; Administration and Management,https://example.com/jobs/13-1071.00,2026-06-01,LinkedIn
Talent Director,Onyx Technologies,"Atlanta, GA","78,000-118,000","Onyx Technologies is hiring a Talent Director in Atlanta, GA. Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.

Responsibilities:
- Audition and interview performers to match their attributes to specific roles or to increase the pool of available acting talent.
- Prepare actors for auditions by providing scripts and information about roles and casting requirements.
- Select performers for roles or submit lists of suitable performers to producers or directors for final selection.
- Contact agents and actors to provide notification of audition and performance opportunities and to set up audition times.
- Serve as liaisons between directors, actors, and agents.
- Negotiate contract agreements with performers, with agents, or between performers and agents or production companies.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Salesforce software, Amazon Web Services AWS software
- Working knowledge of English Language
- Working knowledge of Customer and Personal Service
- Working knowledge of Communications and Media

Preferred qualifications:
- Experience with Linux, Microsoft Windows, Microsoft Word, Oracle Java",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Salesforce software; Amazon Web Services AWS software; English Language; Customer and Personal Service; Communications and Media,https://example.com/jobs/27-2012.04,2026-06-01,LinkedIn
Talent Director,Harborview Systems,Remote,"78,000-118,000","Harborview Systems is hiring a Talent Director in Remote. Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.

Responsibilities:
- Audition and interview performers to match their attributes to specific roles or to increase the pool of available acting talent.
- Prepare actors for auditions by providing scripts and information about roles and casting requirements.
- Select performers for roles or submit lists of suitable performers to producers or directors for final selection.
- Contact agents and actors to provide notification of audition and performance opportunities and to set up audition times.
- Serve as liaisons between directors, actors, and agents.
- Negotiate contract agreements with performers, with agents, or between performers and agents or production companies.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Salesforce software, Amazon Web Services AWS software
- Working knowledge of English Language
- Working knowledge of Customer and Personal Service
- Working knowledge of Communications and Media

Preferred qualifications:
- Experience with Linux, Microsoft Windows, Microsoft Word, Oracle Java",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Salesforce software; Amazon Web Services AWS software; English Language; Customer and Personal Service; Communications and Media,https://example.com/jobs/27-2012.04,2026-06-01,LinkedIn
General and Operations Manager,Pinnacle Services,Remote,"78,000-118,000","Pinnacle Services is hiring a General and Operations Manager in Remote. Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.

Responsibilities:
- Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.
- Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.
- Direct administrative activities directly related to making products or providing services.
- Prepare staff work schedules and assign specific duties.
- Direct or coordinate financial or budget activities to fund operations, maximize investments, or increase efficiency.
- Plan or direct activities, such as sales promotions, that require coordination with other department managers.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Adobe Acrobat, Adobe Creative Cloud software
- Working knowledge of Administration and Management
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Adobe Photoshop, Amazon Web Services AWS software, Apache Hadoop, Apple macOS",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Adobe Acrobat; Adobe Creative Cloud software; Administration and Management; Customer and Personal Service; English Language,https://example.com/jobs/11-1021.00,2026-06-01,LinkedIn
General and Operations Manager,Greenfield Manufacturing,"Columbus, OH","78,000-118,000","Greenfield Manufacturing is hiring a General and Operations Manager in Columbus, OH. Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.

Responsibilities:
- Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.
- Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.
- Direct administrative activities directly related to making products or providing services.
- Prepare staff work schedules and assign specific duties.
- Direct or coordinate financial or budget activities to fund operations, maximize investments, or increase efficiency.
- Plan or direct activities, such as sales promotions, that require coordination with other department managers.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Adobe Acrobat, Adobe Creative Cloud software
- Working knowledge of Administration and Management
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Adobe Photoshop, Amazon Web Services AWS software, Apache Hadoop, Apple macOS",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Adobe Acrobat; Adobe Creative Cloud software; Administration and Management; Customer and Personal Service; English Language,https://example.com/jobs/11-1021.00,2026-06-01,LinkedIn
Supply Chain Manager,Northbridge Health,"Columbus, OH","78,000-118,000","Northbridge Health is hiring a Supply Chain Manager in Columbus, OH. Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.

Responsibilities:
- Determine appropriate equipment and staffing levels to load, unload, move, or store materials.
- Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.
- Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.
- Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.
- Implement new or improved supply chain processes to improve efficiency or performance.
- Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Inventory management systems, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Transportation
- Working knowledge of Administration and Management
- Working knowledge of English Language

Preferred qualifications:
- Experience with SAP software, Warehouse management system WMS, MEDITECH software, Microsoft Access",Inventory management systems; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Transportation; Administration and Management; English Language,https://example.com/jobs/11-3071.04,2026-06-01,LinkedIn
Supply Chain Manager,Capital One,"Charlotte, NC","78,000-118,000","Capital One is hiring a Supply Chain Manager in Charlotte, NC. Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.

Responsibilities:
- Determine appropriate equipment and staffing levels to load, unload, move, or store materials.
- Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.
- Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.
- Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.
- Implement new or improved supply chain processes to improve efficiency or performance.
- Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Inventory management systems, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint
- Working knowledge of Transportation
- Working knowledge of Administration and Management
- Working knowledge of English Language

Preferred qualifications:
- Experience with SAP software, Warehouse management system WMS, MEDITECH software, Microsoft Access",Inventory management systems; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Transportation; Administration and Management; English Language,https://example.com/jobs/11-3071.04,2026-06-01,LinkedIn
Logistics Engineer,Turner Construction,"Charlotte, NC","78,000-118,000","Turner Construction is hiring a Logistics Engineer in Charlotte, NC. Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.

Responsibilities:
- Identify cost-reduction or process-improvement logistic opportunities.
- Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.
- Prepare logistic strategies or conceptual designs for production facilities.
- Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.
- Develop logistic metrics, internal analysis tools, or key performance indicators for business units.
- Identify or develop business rules or standard operating procedures to streamline operating processes.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, SAP software, Autodesk AutoCAD
- Working knowledge of Engineering and Technology
- Working knowledge of Mathematics
- Working knowledge of Transportation

Preferred qualifications:
- Experience with C++, Microsoft Access, Microsoft Outlook, Microsoft Power BI",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; SAP software; Autodesk AutoCAD; Engineering and Technology; Mathematics; Transportation,https://example.com/jobs/13-1081.01,2026-06-01,LinkedIn
Logistics Engineer,Meridian Logistics,"McLean, VA","78,000-118,000","Meridian Logistics is hiring a Logistics Engineer in McLean, VA. Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.

Responsibilities:
- Identify cost-reduction or process-improvement logistic opportunities.
- Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.
- Prepare logistic strategies or conceptual designs for production facilities.
- Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.
- Develop logistic metrics, internal analysis tools, or key performance indicators for business units.
- Identify or develop business rules or standard operating procedures to streamline operating processes.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, SAP software, Autodesk AutoCAD
- Working knowledge of Engineering and Technology
- Working knowledge of Mathematics
- Working knowledge of Transportation

Preferred qualifications:
- Experience with C++, Microsoft Access, Microsoft Outlook, Microsoft Power BI",Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; SAP software; Autodesk AutoCAD; Engineering and Technology; Mathematics; Transportation,https://example.com/jobs/13-1081.01,2026-06-01,LinkedIn
Quality Control Systems Manager,Brightpath Solutions,"McLean, VA","78,000-118,000","Brightpath Solutions is hiring a Quality Control Systems Manager in McLean, VA. Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.

Responsibilities:
- Stop production if serious product defects are present.
- Review and update standard operating procedures or quality assurance manuals.
- Monitor performance of quality control systems to ensure effectiveness and efficiency.
- Review quality documentation necessary for regulatory submissions and inspections.
- Analyze quality control test results and provide feedback and interpretation to production management or staff.
- Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Adobe Acrobat
- Working knowledge of Production and Processing
- Working knowledge of Education and Training
- Working knowledge of English Language

Preferred qualifications:
- Experience with Atlassian JIRA, Extensible markup language XML, Linux, Microsoft Access",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Adobe Acrobat; Production and Processing; Education and Training; English Language,https://example.com/jobs/11-3051.01,2026-06-01,LinkedIn
